batch_id,crop,farmer,location,quantity_kg,temperature,humidity,quality_grade,transport_distance_km,delay_hours,quality_score
RICE-00317,Wheat,F177,Kothapeta,2296,30.16,63.23,A,279,8.6,88.9
RICE-00318,Chilli,F135,Rajahmundry,1651,31.54,61.23,A,54,6.6,90.1
RICE-00319,Chilli,F119,Razole,658,27.63,45.83,A,31,16.5,100.0
RICE-00320,Maize,F035,Konaseema,882,11.68,53.68,A,225,18.6,95.1
RICE-00321,Rice,F083,Konaseema,1228,43.13,74.61,A,31,45.6,37.6
RICE-00322,Wheat,F165,Amalapuram,4039,36.43,43.9,A,270,23.3,64.9
RICE-00323,Chilli,F266,Razole,3376,24.27,57.34,A,140,19.7,59.5
RICE-00324,Chilli,F260,Razole,2450,40.1,61.0,A,262,46.9,60.9
RICE-00325,Rice,F057,Rajahmundry,4023,36.39,82.44,A,81,38.8,34.4
RICE-00326,Rice,F204,Amalapuram,1223,27.07,72.69,A,50,18.5,100.0
RICE-00327,Rice,F026,Konaseema,1449,32.52,59.43,B,289,17.2,87.9
RICE-00328,Rice,F202,Konaseema,2267,37.82,78.05,A,231,57.5,44.7
RICE-00329,Wheat,F103,Konaseema,4628,29.29,57.59,B,274,6.2,75.4
RICE-00330,Wheat,F135,Konaseema,3264,28.82,75.09,A,102,3.0,89.9
RICE-00331,Maize,F215,Rajahmundry,4329,30.49,51.41,A,127,4.6,79.8
RICE-00332,Maize,F128,Amalapuram,1616,38.18,75.73,A,177,35.7,39.5
RICE-00333,Chilli,F242,Rajahmundry,4317,31.86,60.94,A,140,15.9,90.4
RICE-00334,Maize,F160,Kothapeta,826,41.61,54.71,A,80,34.0,38.1
RICE-00335,Chilli,F299,Kothapeta,1524,29.23,62.83,B,118,23.2,68.0
RICE-00336,Chilli,F191,Kothapeta,2853,32.71,67.77,C,186,23.5,89.0
RICE-00337,Maize,F089,Rajahmundry,727,33.01,60.05,A,20,3.3,79.0
RICE-00338,Rice,F232,Konaseema,4362,24.87,70.54,A,107,14.4,87.3
RICE-00339,Chilli,F122,Konaseema,4403,32.82,59.17,B,94,3.5,73.2
RICE-00340,Wheat,F160,Kothapeta,2936,31.64,71.2,A,30,10.1,61.9
RICE-00341,Maize,F041,Amalapuram,1876,41.38,69.42,A,45,46.2,61.6
RICE-00342,Wheat,F036,Kothapeta,945,41.53,64.39,B,153,43.2,63.5
RICE-00343,Wheat,F172,Razole,3285,24.46,60.59,A,39,36.1,93.3
RICE-00344,Chilli,F056,Kothapeta,2919,25.47,66.52,B,110,17.7,74.2
RICE-00345,Maize,F299,Amalapuram,3919,24.55,70.5,A,172,6.0,75.5
RICE-00346,Chilli,F256,Amalapuram,3211,22.55,85.62,A,263,31.3,100.0
RICE-00347,Chilli,F210,Razole,1077,13.19,74.39,A,38,8.5,74.7
RICE-00348,Rice,F220,Amalapuram,1047,37.35,74.76,B,136,59.7,30.3
RICE-00349,Rice,F178,Kothapeta,4013,28.85,95.89,A,39,7.1,100.0
RICE-00350,Wheat,F019,Kothapeta,1215,24.53,70.16,B,134,28.5,79.3
RICE-00351,Rice,F118,Razole,4723,36.68,69.85,B,149,11.0,100.0
RICE-00352,Maize,F149,Razole,976,38.42,72.04,B,241,39.4,66.4
RICE-00353,Maize,F274,Kothapeta,3777,33.46,54.91,A,138,24.0,87.8
RICE-00354,Chilli,F066,Amalapuram,4888,28.31,60.56,A,281,17.9,100.0
RICE-00355,Chilli,F149,Amalapuram,2485,31.13,59.94,A,49,11.5,80.4
RICE-00356,Rice,F103,Kothapeta,755,28.4,71.48,A,25,23.1,76.0
RICE-00357,Chilli,F041,Amalapuram,4445,33.84,63.26,C,11,37.4,62.5
RICE-00358,Rice,F031,Razole,1342,27.28,66.38,A,113,15.2,96.2
RICE-00359,Wheat,F110,Amalapuram,2873,38.66,75.87,B,65,47.7,37.3
RICE-00360,Chilli,F025,Razole,4930,28.83,73.63,A,36,13.7,78.6
RICE-00361,Chilli,F021,Razole,3851,25.56,63.38,A,78,25.1,61.5
RICE-00362,Rice,F105,Rajahmundry,708,29.02,58.3,A,292,6.0,100.0
RICE-00363,Chilli,F061,Konaseema,4192,42.67,76.35,B,242,55.9,51.6
RICE-00364,Rice,F166,Razole,1225,25.65,72.74,A,15,3.4,79.5
RICE-00365,Wheat,F006,Konaseema,3872,44.51,48.94,A,275,54.4,54.2
RICE-00366,Maize,F091,Amalapuram,3294,33.29,61.87,B,69,6.8,100.0
RICE-00367,Maize,F136,Konaseema,1795,32.7,66.66,A,127,11.4,74.5
RICE-00368,Rice,F288,Konaseema,2406,27.06,72.79,A,105,29.7,63.4
RICE-00369,Chilli,F190,Konaseema,1030,15.08,74.1,A,127,17.4,53.6
RICE-00370,Maize,F264,Konaseema,4940,29.58,67.84,A,230,2.9,70.3
RICE-00371,Wheat,F103,Rajahmundry,1572,15.9,70.85,A,216,4.7,58.2
RICE-00372,Maize,F135,Konaseema,1889,34.35,65.64,A,182,25.7,70.7
RICE-00373,Maize,F126,Amalapuram,2762,27.85,58.26,B,191,23.3,91.2
RICE-00374,Chilli,F266,Razole,3525,32.0,62.39,A,220,12.3,74.4
RICE-00375,Rice,F287,Rajahmundry,2773,22.49,65.19,A,63,7.6,85.3
RICE-00376,Wheat,F288,Rajahmundry,2773,19.24,64.65,A,124,23.2,69.1
RICE-00377,Wheat,F225,Konaseema,3121,28.3,46.14,A,41,2.1,81.0
RICE-00378,Maize,F151,Rajahmundry,4359,38.75,61.03,A,214,39.7,56.0
RICE-00379,Maize,F162,Razole,2277,24.54,65.56,A,136,34.7,74.8
RICE-00380,Rice,F294,Konaseema,4244,27.42,62.19,A,194,14.1,85.8
RICE-00381,Chilli,F086,Kothapeta,4041,43.02,62.53,A,173,27.6,54.2
RICE-00382,Chilli,F104,Rajahmundry,4824,31.17,69.88,C,89,16.1,100.0
RICE-00383,Rice,F269,Amalapuram,4609,32.25,54.21,B,50,7.3,72.8
RICE-00384,Rice,F116,Konaseema,4091,31.22,48.72,A,292,1.9,95.8
RICE-00385,Rice,F071,Rajahmundry,1610,34.4,61.52,A,95,19.0,78.2
RICE-00386,Rice,F168,Rajahmundry,3984,36.13,72.64,A,41,43.9,45.4
RICE-00387,Chilli,F098,Rajahmundry,3814,41.4,81.88,B,98,41.0,43.9
RICE-00388,Chilli,F267,Rajahmundry,1802,26.06,72.82,A,271,8.2,73.2
RICE-00389,Rice,F272,Rajahmundry,3550,31.06,50.32,A,85,2.4,96.4
RICE-00390,Wheat,F092,Kothapeta,1638,22.15,62.68,A,296,10.5,68.6
RICE-00391,Rice,F159,Konaseema,2853,26.12,67.57,A,143,6.4,91.7
RICE-00392,Maize,F295,Razole,4085,36.96,66.78,A,259,57.6,65.9
RICE-00393,Wheat,F222,Amalapuram,1348,34.51,70.39,B,199,30.9,85.2
RICE-00394,Wheat,F065,Kothapeta,2016,30.75,55.83,C,22,16.7,73.1
RICE-00395,Chilli,F177,Razole,4078,40.59,65.65,A,157,49.1,34.5
RICE-00396,Rice,F186,Rajahmundry,2542,30.11,69.2,A,130,20.8,63.9
RICE-00397,Rice,F196,Amalapuram,4822,26.81,73.26,A,68,19.7,83.7
RICE-00398,Maize,F008,Amalapuram,535,27.99,56.94,A,169,7.9,80.7
RICE-00399,Maize,F090,Razole,3748,41.61,61.55,A,39,36.3,57.9
RICE-00400,Chilli,F256,Konaseema,4163,40.62,37.96,A,212,36.8,43.5
RICE-00401,Chilli,F073,Kothapeta,4630,27.75,58.79,B,248,16.4,82.0
RICE-00402,Maize,F090,Razole,1205,28.62,59.76,C,36,15.4,70.8
RICE-00403,Chilli,F097,Kothapeta,4928,33.05,54.8,B,148,8.2,78.1
RICE-00404,Maize,F054,Amalapuram,2265,34.86,66.66,B,199,1.3,64.9
RICE-00405,Wheat,F047,Rajahmundry,2084,34.85,64.44,A,28,13.5,100.0
RICE-00406,Maize,F104,Amalapuram,2099,22.01,42.41,A,122,10.0,95.9
RICE-00407,Rice,F262,Razole,3372,25.24,67.16,A,84,6.9,84.1
RICE-00408,Chilli,F001,Kothapeta,3466,29.4,55.72,A,21,17.1,97.6
RICE-00409,Rice,F085,Konaseema,2632,39.66,69.86,A,243,21.7,50.3
RICE-00410,Rice,F019,Kothapeta,819,34.4,52.18,B,138,37.3,41.6
RICE-00411,Rice,F168,Konaseema,4939,32.6,65.3,A,228,8.1,74.0
RICE-00412,Maize,F075,Rajahmundry,1499,25.06,62.17,A,180,6.6,59.3
RICE-00413,Rice,F237,Razole,922,22.58,68.03,A,263,0.9,76.5
RICE-00414,Rice,F175,Amalapuram,3188,38.46,66.25,C,299,32.4,48.0
RICE-00415,Wheat,F235,Kothapeta,2355,21.5,62.45,A,184,14.0,93.8
RICE-00416,Chilli,F190,Razole,3270,42.19,49.64,A,112,34.9,55.5
RICE-00417,Rice,F132,Amalapuram,4439,37.28,50.23,A,132,38.7,36.5
RICE-00418,Maize,F258,Amalapuram,937,34.96,59.16,B,249,7.8,80.2
RICE-00419,Wheat,F143,Kothapeta,1778,25.23,64.92,C,133,21.3,85.2
RICE-00420,Chilli,F285,Amalapuram,2824,14.8,58.92,A,160,4.3,72.2
RICE-00421,Wheat,F298,Razole,4045,29.52,71.25,C,66,11.7,100.0
RICE-00422,Chilli,F177,Konaseema,3202,41.83,62.21,A,297,31.8,41.8
RICE-00423,Wheat,F202,Rajahmundry,2222,41.9,55.35,B,198,42.9,64.3
RICE-00424,Maize,F077,Amalapuram,3245,26.57,62.22,A,105,9.2,68.1
RICE-00425,Rice,F244,Kothapeta,4909,37.93,67.26,A,179,51.9,45.2
RICE-00426,Chilli,F201,Konaseema,2660,30.95,68.25,B,126,16.8,79.1
RICE-00427,Chilli,F270,Amalapuram,4475,19.34,83.78,A,54,26.4,75.1
RICE-00428,Rice,F080,Razole,4009,24.41,58.31,A,263,19.3,89.5
RICE-00429,Wheat,F236,Amalapuram,1855,30.42,64.27,B,266,21.6,75.5
RICE-00430,Rice,F141,Konaseema,1622,44.7,69.26,C,252,45.7,38.8
RICE-00431,Wheat,F056,Kothapeta,3965,36.46,64.77,A,116,36.7,63.1
RICE-00432,Chilli,F052,Konaseema,1433,30.34,59.99,B,84,11.6,99.1
RICE-00433,Rice,F169,Amalapuram,2015,39.23,49.51,B,24,32.0,56.8
RICE-00434,Maize,F096,Kothapeta,1559,26.78,59.89,A,222,22.7,100.0
RICE-00435,Rice,F031,Kothapeta,3228,42.24,54.26,B,105,40.4,48.1
RICE-00436,Wheat,F128,Razole,1823,30.53,47.73,A,268,2.5,60.6
RICE-00437,Chilli,F196,Razole,3463,41.9,57.04,B,262,55.1,45.8
RICE-00438,Rice,F096,Rajahmundry,4706,44.39,54.53,A,47,33.9,53.8
RICE-00439,Maize,F286,Konaseema,4233,22.56,70.84,A,275,19.8,64.9
RICE-00440,Chilli,F234,Amalapuram,4765,21.2,71.01,A,50,11.8,100.0
RICE-00441,Maize,F154,Konaseema,610,36.35,55.96,A,152,33.2,33.2
RICE-00442,Rice,F280,Konaseema,2549,26.08,62.4,B,147,25.2,87.2
RICE-00443,Maize,F130,Amalapuram,1490,23.78,46.42,C,287,24.0,79.8
RICE-00444,Wheat,F042,Kothapeta,4630,29.94,60.06,A,200,24.1,60.6
RICE-00445,Wheat,F011,Rajahmundry,3703,24.77,68.99,A,263,1.6,100.0
RICE-00446,Maize,F281,Razole,1940,31.9,73.25,A,182,16.8,81.1
RICE-00447,Chilli,F287,Razole,3035,28.41,57.87,A,249,5.9,75.7
RICE-00448,Wheat,F222,Razole,3224,23.51,75.52,A,257,4.5,87.2
RICE-00449,Maize,F031,Konaseema,2730,22.67,49.84,B,259,9.1,71.2
RICE-00450,Chilli,F088,Rajahmundry,2634,18.76,52.52,B,129,25.2,82.2
RICE-00451,Chilli,F013,Rajahmundry,748,28.45,72.1,A,120,16.6,58.4
RICE-00452,Maize,F016,Konaseema,2536,25.23,81.71,A,295,32.2,96.3
RICE-00453,Rice,F074,Kothapeta,2067,15.14,69.93,B,229,13.8,78.4
RICE-00454,Wheat,F172,Rajahmundry,4182,24.32,64.6,A,276,36.5,97.4
RICE-00455,Wheat,F020,Kothapeta,4392,22.49,43.05,A,177,13.8,77.0
RICE-00456,Rice,F295,Rajahmundry,3876,40.0,44.78,A,279,38.7,46.1
RICE-00457,Wheat,F137,Rajahmundry,639,39.05,66.29,A,218,43.2,50.5
RICE-00458,Chilli,F079,Kothapeta,4285,19.79,61.42,A,225,23.1,91.4
RICE-00459,Rice,F155,Konaseema,2283,32.55,53.94,B,61,7.0,66.9
RICE-00460,Wheat,F237,Amalapuram,2373,42.0,65.66,A,174,46.8,46.3
RICE-00461,Rice,F094,Amalapuram,4753,23.28,66.15,A,222,24.8,80.0
RICE-00462,Wheat,F015,Kothapeta,4402,23.84,74.44,A,230,23.6,81.8
RICE-00463,Maize,F016,Kothapeta,728,30.08,66.37,B,287,23.3,54.4
RICE-00464,Rice,F255,Kothapeta,2119,15.36,77.28,A,104,8.4,76.5
RICE-00465,Chilli,F034,Konaseema,3873,17.69,65.08,A,97,11.5,91.9
RICE-00466,Rice,F191,Amalapuram,2924,25.6,63.85,A,291,11.4,74.3
RICE-00467,Wheat,F115,Razole,1659,34.75,75.64,A,295,19.8,76.6
RICE-00468,Rice,F233,Konaseema,2861,24.82,55.22,A,62,27.5,82.4
RICE-00469,Chilli,F019,Amalapuram,4399,27.5,93.14,B,119,15.7,78.1
RICE-00470,Wheat,F269,Rajahmundry,1504,32.67,68.75,A,284,31.7,64.5
RICE-00471,Chilli,F209,Konaseema,3857,37.53,68.81,A,67,21.0,79.5
RICE-00472,Maize,F135,Kothapeta,3806,24.12,70.25,A,237,9.7,94.9
RICE-00473,Maize,F062,Amalapuram,4485,26.92,83.77,B,42,20.3,64.2
RICE-00474,Wheat,F293,Konaseema,1840,36.11,72.93,B,61,29.1,74.4
RICE-00475,Chilli,F091,Kothapeta,1471,40.31,48.95,B,237,32.4,58.8
RICE-00476,Chilli,F147,Kothapeta,2964,32.14,79.03,A,186,23.9,94.1
RICE-00477,Rice,F118,Konaseema,2890,44.13,61.59,B,170,43.9,45.5
RICE-00478,Wheat,F069,Konaseema,2342,27.51,66.07,B,258,9.8,67.2
RICE-00479,Rice,F125,Konaseema,4006,25.79,52.21,A,99,17.8,81.4
RICE-00480,Maize,F046,Razole,4095,22.21,70.26,A,155,28.7,61.9
RICE-00481,Chilli,F001,Rajahmundry,1605,44.5,58.49,B,186,54.8,46.5
RICE-00482,Maize,F087,Konaseema,4079,28.38,66.0,A,224,16.5,58.1
RICE-00483,Chilli,F034,Amalapuram,1538,31.98,62.16,B,106,12.5,64.0
RICE-00484,Maize,F125,Amalapuram,2334,26.35,84.25,A,193,8.7,100.0
RICE-00485,Rice,F258,Amalapuram,622,27.35,84.82,A,140,10.4,69.0
RICE-00486,Maize,F049,Amalapuram,2031,29.86,65.47,A,167,13.4,87.0
RICE-00487,Wheat,F001,Konaseema,4813,22.14,65.64,B,260,29.2,67.5
RICE-00488,Chilli,F034,Kothapeta,2491,43.54,61.27,B,124,46.8,50.0
RICE-00489,Wheat,F152,Amalapuram,3695,31.1,76.06,A,203,12.5,64.6
RICE-00490,Chilli,F083,Amalapuram,985,40.02,61.71,A,283,3.3,80.6
RICE-00491,Chilli,F147,Amalapuram,3360,25.12,60.79,A,231,19.2,80.8
RICE-00492,Chilli,F009,Rajahmundry,2172,24.71,74.79,A,296,25.7,100.0
RICE-00493,Wheat,F100,Razole,3847,30.84,59.62,C,179,28.2,89.5
RICE-00494,Maize,F123,Kothapeta,4676,38.35,64.62,A,91,32.9,67.0
RICE-00495,Maize,F129,Amalapuram,2892,24.32,49.19,A,297,17.7,90.3
RICE-00496,Rice,F165,Rajahmundry,962,24.98,72.04,A,196,10.5,100.0
RICE-00497,Maize,F234,Rajahmundry,2642,44.82,84.41,C,80,57.8,50.8
RICE-00498,Chilli,F140,Konaseema,1053,22.86,72.21,A,101,15.1,67.4
RICE-00499,Maize,F252,Rajahmundry,2522,43.61,79.62,B,86,58.0,62.9
RICE-00500,Rice,F159,Razole,775,36.39,56.54,A,251,43.7,36.0
RICE-00501,Wheat,F078,Konaseema,3381,31.98,67.36,A,36,16.5,75.0
RICE-00502,Chilli,F069,Razole,1897,23.98,55.57,B,224,9.1,60.4
RICE-00503,Chilli,F097,Konaseema,1406,39.7,62.72,A,170,58.1,31.2
RICE-00504,Maize,F179,Konaseema,577,37.51,72.72,B,31,34.9,36.2
RICE-00505,Maize,F073,Konaseema,4496,20.7,66.02,A,187,39.1,77.0
RICE-00506,Wheat,F274,Kothapeta,4267,20.43,50.87,B,228,0.0,95.7
RICE-00507,Rice,F144,Razole,4152,26.23,51.85,B,220,0.6,79.5
RICE-00508,Maize,F259,Kothapeta,761,21.06,51.19,B,163,2.4,65.3
RICE-00509,Rice,F205,Konaseema,2073,23.49,69.91,A,107,11.0,59.8
RICE-00510,Chilli,F100,Konaseema,4871,23.13,85.64,B,57,21.0,76.6
RICE-00511,Wheat,F069,Rajahmundry,3103,24.8,78.62,C,13,17.9,68.6
RICE-00512,Chilli,F223,Rajahmundry,1078,33.61,46.04,A,114,13.7,83.1
RICE-00513,Chilli,F099,Razole,1134,30.31,79.21,A,193,17.3,59.0
RICE-00514,Chilli,F074,Konaseema,1684,27.08,74.36,B,20,5.1,92.2
RICE-00515,Rice,F279,Rajahmundry,4875,24.69,49.55,A,299,9.6,81.7
RICE-00516,Chilli,F145,Razole,1263,24.83,61.97,B,179,11.8,82.8
RICE-00517,Rice,F015,Kothapeta,4563,28.64,75.96,B,95,3.8,100.0
RICE-00518,Maize,F148,Konaseema,3551,29.92,70.5,A,289,0.4,73.4
RICE-00519,Wheat,F138,Rajahmundry,4648,22.46,51.91,A,63,0.8,69.1
RICE-00520,Maize,F259,Kothapeta,4217,27.18,71.11,A,287,19.6,71.8
RICE-00521,Rice,F213,Konaseema,1994,16.84,43.62,A,91,14.5,77.1
RICE-00522,Rice,F058,Amalapuram,4225,28.06,62.77,B,120,18.1,78.6
RICE-00523,Chilli,F045,Kothapeta,1261,30.81,76.38,A,133,6.4,67.5
RICE-00524,Maize,F181,Konaseema,1809,25.6,65.18,A,298,2.8,49.7
RICE-00525,Maize,F015,Amalapuram,1452,36.08,60.01,B,82,18.6,71.6
RICE-00526,Chilli,F096,Kothapeta,1099,22.59,73.89,A,292,15.8,85.4
RICE-00527,Rice,F042,Rajahmundry,905,37.67,74.75,B,110,45.7,54.9
RICE-00528,Chilli,F007,Konaseema,1343,26.82,78.1,A,92,6.2,98.0
RICE-00529,Chilli,F275,Kothapeta,1040,26.5,73.74,A,195,20.4,100.0
RICE-00530,Wheat,F027,Rajahmundry,2211,26.43,75.81,A,211,3.1,91.4
RICE-00531,Rice,F003,Rajahmundry,820,36.94,72.33,B,110,33.4,64.0
RICE-00532,Rice,F279,Rajahmundry,775,31.24,67.66,B,48,44.1,91.5
RICE-00533,Maize,F057,Konaseema,4954,33.89,65.9,B,124,10.7,100.0
RICE-00534,Wheat,F245,Rajahmundry,894,26.99,62.63,C,166,19.0,100.0
RICE-00535,Rice,F010,Rajahmundry,833,44.52,52.88,B,21,39.5,52.1
RICE-00536,Maize,F046,Amalapuram,635,23.49,55.45,B,32,16.3,90.6
RICE-00537,Rice,F034,Kothapeta,1096,30.83,62.18,A,276,9.9,76.9
RICE-00538,Wheat,F212,Kothapeta,2875,38.31,67.41,C,20,32.5,34.4
RICE-00539,Rice,F186,Kothapeta,4222,32.45,79.41,B,127,2.9,74.9
RICE-00540,Wheat,F143,Amalapuram,3807,39.96,64.58,B,231,49.4,51.6
RICE-00541,Rice,F073,Rajahmundry,3111,26.39,75.03,A,105,2.5,69.2
RICE-00542,Rice,F027,Rajahmundry,882,16.04,75.79,A,153,24.4,77.1
RICE-00543,Rice,F171,Amalapuram,3984,24.26,62.69,B,35,7.9,44.7
RICE-00544,Chilli,F069,Rajahmundry,667,33.16,70.95,A,240,2.0,100.0
RICE-00545,Rice,F177,Amalapuram,3339,29.77,62.56,A,193,27.9,76.7
RICE-00546,Maize,F206,Razole,2341,28.24,78.22,C,256,11.3,86.8
RICE-00547,Wheat,F254,Kothapeta,4469,44.59,71.36,A,260,49.5,58.6
RICE-00548,Wheat,F148,Kothapeta,1883,29.42,53.1,A,111,24.2,84.5
RICE-00549,Wheat,F002,Konaseema,3373,33.09,66.62,A,21,4.0,100.0
RICE-00550,Chilli,F084,Razole,2479,31.6,81.48,A,110,11.2,61.4
RICE-00551,Maize,F256,Amalapuram,2849,34.61,63.19,B,52,13.2,100.0
RICE-00552,Chilli,F160,Amalapuram,4724,44.37,69.48,C,164,38.9,41.6
RICE-00553,Maize,F186,Konaseema,3707,31.53,70.46,C,52,16.4,83.1
RICE-00554,Chilli,F137,Rajahmundry,2365,25.46,54.63,B,277,13.8,100.0
RICE-00555,Wheat,F049,Konaseema,2513,23.99,70.11,B,184,10.0,62.5
RICE-00556,Wheat,F269,Razole,3670,41.03,51.06,A,83,25.8,49.1
RICE-00557,Chilli,F232,Rajahmundry,2057,28.08,58.74,B,277,25.0,100.0
RICE-00558,Chilli,F298,Konaseema,1255,31.02,75.76,A,233,12.0,52.0
RICE-00559,Chilli,F256,Kothapeta,2604,27.62,68.57,A,136,8.1,88.4
RICE-00560,Wheat,F088,Kothapeta,807,43.72,61.96,C,52,53.1,51.5
RICE-00561,Rice,F077,Amalapuram,1263,27.05,69.46,B,109,6.5,100.0
RICE-00562,Maize,F075,Razole,2393,34.18,64.4,A,179,2.0,56.3
RICE-00563,Rice,F275,Kothapeta,4084,29.78,65.13,B,232,4.5,100.0
RICE-00564,Chilli,F167,Kothapeta,4016,18.44,71.57,A,85,27.0,71.6
RICE-00565,Rice,F136,Kothapeta,1673,25.92,57.73,A,225,9.9,73.3
RICE-00566,Rice,F290,Rajahmundry,2398,35.91,65.4,A,92,19.0,61.7
RICE-00567,Rice,F181,Razole,1190,25.93,61.88,A,81,12.8,63.7
RICE-00568,Wheat,F272,Amalapuram,3898,37.97,49.14,A,139,31.1,64.8
RICE-00569,Wheat,F295,Rajahmundry,1608,36.53,55.8,A,56,56.0,37.6
RICE-00570,Chilli,F024,Rajahmundry,4097,30.41,80.68,A,127,7.2,91.1
RICE-00571,Maize,F109,Rajahmundry,4289,26.65,68.85,A,113,13.8,70.1
RICE-00572,Maize,F220,Razole,3600,43.33,51.76,C,91,48.5,67.3
RICE-00573,Rice,F244,Amalapuram,1985,32.41,49.6,B,234,9.2,72.1
RICE-00574,Rice,F045,Razole,4788,39.59,63.88,B,106,33.9,48.9
RICE-00575,Maize,F096,Amalapuram,3587,36.28,80.61,A,211,45.6,66.5
RICE-00576,Chilli,F164,Amalapuram,3406,29.71,63.13,B,218,8.9,80.5
RICE-00577,Wheat,F239,Kothapeta,4353,28.22,78.07,B,203,2.3,90.4
RICE-00578,Chilli,F034,Rajahmundry,4466,27.73,68.52,A,88,2.7,96.2
RICE-00579,Rice,F180,Kothapeta,849,26.13,69.71,A,250,14.2,75.3
RICE-00580,Rice,F089,Amalapuram,4466,32.23,51.64,A,78,28.1,64.3
RICE-00581,Chilli,F065,Kothapeta,3942,22.67,74.38,A,90,14.0,81.1
RICE-00582,Rice,F155,Amalapuram,1429,18.89,61.65,A,263,1.8,87.1
RICE-00583,Rice,F124,Razole,1884,30.07,73.63,A,108,14.3,58.1
RICE-00584,Maize,F191,Amalapuram,3886,30.16,56.86,A,212,11.5,66.6
RICE-00585,Chilli,F095,Kothapeta,1474,29.4,66.77,B,22,20.6,69.2
RICE-00586,Wheat,F247,Amalapuram,2535,29.04,68.52,A,188,18.1,76.9
RICE-00587,Rice,F024,Amalapuram,3600,25.4,63.46,A,261,17.9,68.6
RICE-00588,Chilli,F258,Rajahmundry,3427,30.94,69.05,B,215,17.5,90.6
RICE-00589,Chilli,F009,Amalapuram,4594,43.96,62.34,A,178,45.4,64.9
RICE-00590,Chilli,F221,Konaseema,1001,24.56,58.51,A,256,2.2,56.3
RICE-00591,Chilli,F104,Amalapuram,1827,25.44,81.05,A,96,10.1,75.0
RICE-00592,Rice,F115,Kothapeta,4931,37.1,75.49,A,119,16.1,77.4
RICE-00593,Chilli,F006,Konaseema,3059,18.33,57.39,A,30,4.4,58.2
RICE-00594,Maize,F210,Amalapuram,1619,42.91,70.68,A,212,39.0,36.5
RICE-00595,Chilli,F050,Konaseema,1804,18.6,57.57,A,219,19.6,74.0
RICE-00596,Wheat,F198,Kothapeta,2026,26.46,53.15,C,227,12.5,74.1
RICE-00597,Chilli,F217,Razole,2994,24.83,75.34,C,227,3.3,82.3
RICE-00598,Wheat,F253,Rajahmundry,1780,16.57,47.96,A,46,2.2,70.1
RICE-00599,Wheat,F212,Amalapuram,3298,28.95,74.27,A,203,22.3,100.0
RICE-00600,Wheat,F091,Rajahmundry,2503,25.1,62.47,A,231,3.1,87.3
RICE-00601,Chilli,F221,Amalapuram,3246,39.24,62.88,B,69,53.7,36.4
RICE-00602,Wheat,F247,Razole,1198,37.54,69.1,B,148,53.8,52.2
RICE-00603,Rice,F095,Kothapeta,3305,34.18,70.81,A,274,11.0,81.9
RICE-00604,Chilli,F038,Razole,4661,37.27,56.74,A,130,34.1,42.0
RICE-00605,Wheat,F267,Razole,1107,42.47,72.18,A,228,42.2,49.8
RICE-00606,Maize,F045,Kothapeta,1973,27.23,66.13,B,163,18.1,91.5
RICE-00607,Wheat,F178,Amalapuram,3620,41.52,52.44,B,200,47.6,43.9
RICE-00608,Chilli,F071,Kothapeta,3278,35.41,63.3,A,191,17.0,100.0
RICE-00609,Chilli,F038,Rajahmundry,3536,32.67,78.81,A,198,12.9,99.4
RICE-00610,Chilli,F233,Rajahmundry,3018,22.29,81.77,A,236,5.6,83.0
RICE-00611,Maize,F043,Rajahmundry,3571,28.01,72.17,B,272,20.5,76.1
RICE-00612,Chilli,F201,Konaseema,3242,29.2,53.1,C,95,10.0,87.6
RICE-00613,Maize,F208,Kothapeta,833,36.3,69.91,A,279,39.9,48.5
RICE-00614,Wheat,F019,Konaseema,3880,29.35,73.51,A,192,28.2,100.0
RICE-00615,Wheat,F052,Razole,2510,38.36,72.26,A,182,26.4,81.2
RICE-00616,Rice,F238,Rajahmundry,731,30.2,72.85,A,105,15.9,73.9
RICE-00617,Maize,F152,Konaseema,2340,34.37,68.63,B,130,9.0,73.1
RICE-00618,Rice,F037,Razole,2458,27.91,64.28,A,198,5.6,61.8
RICE-00619,Rice,F297,Rajahmundry,890,39.72,58.92,B,115,32.2,35.4
RICE-00620,Maize,F080,Rajahmundry,4982,28.91,46.02,A,93,17.4,67.7
RICE-00621,Maize,F002,Amalapuram,1500,37.22,68.4,A,247,46.9,50.8
RICE-00622,Rice,F277,Konaseema,1987,22.18,66.86,A,130,19.6,60.6
RICE-00623,Maize,F005,Rajahmundry,2484,33.33,70.58,A,196,33.3,81.9
RICE-00624,Wheat,F166,Rajahmundry,4246,33.86,51.62,A,19,11.4,97.3
RICE-00625,Rice,F297,Kothapeta,3843,22.04,71.45,B,32,1.4,47.7
RICE-00626,Maize,F173,Rajahmundry,3969,36.16,85.55,A,255,29.5,65.5
RICE-00627,Maize,F175,Konaseema,1566,26.57,65.78,A,51,19.8,73.6
RICE-00628,Wheat,F117,Razole,4304,28.7,64.38,A,240,11.4,82.1
RICE-00629,Maize,F038,Konaseema,4233,44.63,68.09,A,271,45.0,61.8
RICE-00630,Wheat,F172,Rajahmundry,2587,31.97,85.32,B,149,6.7,90.9
RICE-00631,Maize,F269,Razole,2956,37.11,54.76,C,266,42.1,44.1
RICE-00632,Maize,F028,Rajahmundry,667,34.05,67.03,A,133,10.4,95.0
RICE-00633,Maize,F264,Kothapeta,3921,28.55,57.0,B,286,4.7,87.8
